date,open,high,low,close,volume
2018-07-10,188.5738,189.1374,188.0499,188.2179,15939149
2018-07-11,186.3886,187.6542,185.5086,185.7755,18831470
2018-07-12,187.4071,189.266,187.1895,188.8902,18041131
2018-07-13,188.9397,189.6912,188.7617,189.1869,12519792
2018-07-16,189.3748,190.4921,188.2821,188.7716,15043110
2018-07-17,187.6246,189.7208,187.0807,189.3055,15534523
2018-07-18,189.6318,189.6516,187.8026,188.2673,16393381
2018-07-19,187.5653,190.3932,187.5653,189.7307,20286752
2018-07-20,189.6318,190.2746,188.0399,189.2957,20706042
2018-07-23,188.5442,189.8098,187.4367,189.4638,15989365
2018-07-24,190.2943,191.4909,189.8988,190.8382,18697898
2018-07-25,190.8977,192.6675,190.2746,192.6378,16826483
2018-07-26,192.4301,193.765,191.4414,192.0346,19075964
2018-07-27,192.8059,193.0037,187.9707,188.8408,24023972
2018-07-30,189.7505,190.0471,186.9522,187.7828,21029535
2018-07-31,188.1684,189.9878,187.2192,188.1585,39373038
2018-08-01,196.8995,199.5001,195.0999,199.243,67935716
2018-08-02,198.3333,206.0459,198.1059,205.067,62404012
2018-08-03,204.71099999999998,206.4019,203.1787,205.6603,33447396
2018-08-06,205.6702,206.9062,204.7506,206.7282,25425387
2018-08-07,206.9754,207.1534,204.4441,204.7901,25587387
2018-08-08,203.74200000000002,205.4823,202.2291,204.9286,22525487
2018-08-09,204.9582,207.4302,204.8791,206.5403,23492626
2018-08-10,205.7565,207.483,205.0718,205.9251,24611202
2018-08-13,206.0938,209.3207,206.0938,207.2548,25890880
2018-08-14,208.5298,208.9317,206.6495,208.128,20748010
2018-08-15,207.6021,209.1103,206.71900000000002,208.6142,28807564
2018-08-16,210.1125,212.1587,209.8347,211.6704,28500367
2018-08-17,211.7894,216.2646,211.5116,215.8974,35426997
2018-08-20,216.4134,217.485,213.4465,213.7938,30287695
2018-08-21,215.1235,215.5104,212.3699,213.3771,26159755
2018-08-22,212.4443,214.6869,212.1863,213.387,19018131
2018-08-23,212.9901,215.3715,212.9405,213.8236,18883224
2018-08-24,214.925,215.2227,213.4465,214.4884,18476356
2018-08-27,215.4707,217.0485,214.6571,216.2546,20525117
2018-08-28,217.3164,218.8345,217.2271,218.00099999999998,22776766
2018-08-29,218.4475,221.7617,217.7133,221.2557,27254804
2018-08-30,221.5236,226.4948,220.6801,223.2898,48793824
2018-08-31,224.7584,227.1001,224.2523,225.8697,43340134
2018-09-04,226.6437,227.4077,224.8774,226.5941,27390132
2018-09-05,227.2192,227.8939,223.3593,225.1156,33332960
2018-09-06,224.4805,225.5919,219.5887,221.3747,34289976
2018-09-07,220.1344,223.6272,219.0032,219.5887,37619810
2018-09-10,219.2414,220.1344,214.796,216.6416,39516453
2018-09-11,216.3241,222.5645,214.8853,222.1189,35749049
2018-09-12,223.2005,223.26,218.1399,219.3604,49278740
2018-09-13,221.7915,226.5841,220.8488,224.6591,41706377
2018-09-14,224.0042,225.0858,220.8012,222.109,31999289
2018-09-17,220.4321,221.2259,215.5898,216.1951,37195133
2018-09-18,216.1058,220.1344,215.44099999999997,216.5523,31571712
2018-09-19,216.8103,217.9216,213.6351,216.6813,27123833
2018-09-20,218.5369,220.5611,217.4553,218.3285,26608794
2018-09-21,219.0727,219.6482,215.6097,215.9768,96246748
2018-09-24,215.1433,219.549,214.9548,219.0826,27693358
2018-09-25,218.0506,221.0969,218.00099999999998,220.4718,24554379
2018-09-26,219.291,222.0197,218.0606,218.7155,23984706
2018-09-27,222.0892,224.6889,221.8113,223.2104,30181227
2018-09-28,223.0517,224.0935,222.2876,223.9943,22929364
2018-10-01,226.1872,227.6459,224.5996,225.5026,23600802
2018-10-02,225.4926,228.2214,224.8774,227.5069,24788170
2018-10-03,228.271,231.6645,228.0031,230.2754,28654799
2018-10-04,228.9953,230.5532,224.9767,226.2269,32042000
2018-10-05,226.1972,226.6437,218.8742,222.5555,33580463
2018-10-08,220.4916,223.0616,218.4972,222.0396,29663923
2018-10-09,221.9106,225.5125,220.5275,225.1156,26891029
2018-10-10,223.7165,224.5996,214.3793,214.6869,41990554
2018-10-11,212.8611,217.8026,210.6781,212.7916,53124392
2018-10-12,218.7155,221.1564,215.1631,220.3924,40337851
2018-10-15,219.4497,220.1146,215.5898,215.6791,30791007
2018-10-16,217.237,221.2656,215.0864,220.4321,29183963
2018-10-17,220.5809,220.9183,217.6438,219.4795,22885397
2018-10-18,216.1753,218.0407,211.3528,214.3495,32581315
2018-10-19,216.3737,219.549,215.7486,217.614,33078726
2018-10-22,218.0903,221.6327,217.2469,218.9437,28792082
2018-10-23,214.16099999999997,221.5236,213.0397,221.0076,38767846
2018-10-24,220.8786,222.49599999999998,212.8809,213.4267,40925163
2018-10-25,216.0264,219.668,215.0738,218.1003,29855768
2018-10-26,214.2304,218.4872,211.0254,214.6273,47258375
2018-10-29,217.495,217.9911,204.4963,210.5987,45935520
2018-10-30,209.5171,213.516,207.6517,211.6505,36659990
2018-10-31,215.2028,218.7452,214.9448,217.1675,38358933
2018-11-01,217.3561,220.6405,215.1334,220.5015,58323180
2018-11-02,207.9295,211.9978,203.8414,205.8755,91328654
2018-11-05,202.7201,202.8094,196.6375,200.0311,66163669
2018-11-06,200.3585,203.1369,200.1303,202.1942,31882881
2018-11-07,204.3772,208.4356,202.5514,208.3264,33424434
2018-11-08,209.0832,209.2226,205.86700000000002,207.5995,25362636
2018-11-09,204.6721,205.1301,201.3862,203.5967,34365750
2018-11-12,198.1501,198.9964,192.9623,193.3407,51135518
2018-11-13,190.8115,196.3378,190.6324,191.40900000000002,46882936
2018-11-14,193.0719,193.6494,185.1359,186.0022,60800957
2018-11-15,187.5854,191.1501,186.1018,190.5925,46478801
2018-11-16,189.6864,194.1368,188.6508,192.7034,36928253
2018-11-19,189.1885,189.8855,184.1999,185.0662,41920872
2018-11-20,177.6082,180.6949,174.7604,176.2241,67825247
2018-11-21,178.9624,179.5001,175.796,176.025,31124210
2018-11-23,174.1928,175.8408,171.365,171.5541,23623972
2018-11-26,173.4958,174.2028,169.5328,173.8742,44998520
2018-11-27,170.7775,174.0236,170.1502,173.4958,41387377
2018-11-28,175.9752,180.5157,174.1829,180.1672,46062539
2018-11-29,181.8799,182.0193,176.94099999999997,178.7831,41769992
2018-11-30,179.52,179.5598,176.2739,177.8173,39531549
2018-12-03,183.6722,184.1501,180.4361,184.0306,40798002
2018-12-04,180.1772,181.6109,175.5172,175.9354,41344282
2018-12-06,171.0264,174.0335,169.6921,173.9738,43098410
2018-12-07,172.74900000000002,173.7448,167.5812,167.7704,42281631
2018-12-10,164.2953,169.3635,162.6324,168.8756,62025994
2018-12-11,170.9268,171.0563,166.2867,167.9098,47281665
2018-12-12,169.6722,171.1857,168.2981,168.3778,35627674
2018-12-13,169.7618,171.833,168.8259,170.2199,31897827
2018-12-14,168.2782,168.3579,164.5741,164.7732,40703710
2018-12-17,164.7434,167.63099999999997,162.035,163.2398,44287922
2018-12-18,164.6737,166.8145,163.6879,165.3607,33841518
2018-12-19,165.291,166.7348,158.4105,160.2028,49047297
2018-12-20,159.7149,161.4176,154.6367,156.1602,64772960
2018-12-21,156.1901,157.4845,148.9909,150.0862,95744384
2018-12-24,147.5173,150.9027,145.9639,146.2029,37169232
2018-12-26,147.6666,156.5585,146.0934,156.4987,58582544
2018-12-27,155.1744,156.1004,149.4291,155.4831,53117065
2018-12-28,156.8273,157.843,153.8899,155.5627,42291424
2018-12-31,157.8529,158.6794,155.8117,157.0663,35003466
